arch,run_idx,seed,hazard_cost,num_steps,query_type,statement_text,source_type,source_key,source_resolves
v1_7,1,1869897005,0.1,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 39784 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:3,True
v1_7,1,1869897005,0.1,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 524 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:4,True
v1_7,1,1869897005,0.1,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 519 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:5,True
v1_7,1,1869897005,0.1,320000,where_surprised,I encountered haz_yellow (YELLOW family) at step 493 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 524. The resolution window was 31 steps: the developmental distance between awareness and readiness.,prediction_error,encounter:6,True
v1_7,2,1489290374,0.1,320000,what_learned,"I mastered the attractor at att_free_1 at step 518, confirmed by 14 confirming observations.",provenance,mastery:att_free_1,True
v1_7,2,1489290374,0.1,320000,what_learned,"I mastered the attractor at att_yellow at step 522, confirmed by 9 confirming observations.",provenance,mastery:att_yellow,True
v1_7,2,1489290374,0.1,320000,what_learned,"I mastered the attractor at att_free_0 at step 530, confirmed by 0 confirming observations.",provenance,mastery:att_free_0,True
v1_7,2,1489290374,0.1,320000,what_learned,"I banked knowledge at haz_yellow at step 535, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_yellow,True
v1_7,2,1489290374,0.1,320000,what_learned,"I banked knowledge at haz_unaff_0 at step 543, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_0,True
v1_7,2,1489290374,0.1,320000,what_learned,"I banked knowledge at haz_unaff_1 at step 546, confirmed by 2 confirming observations.",provenance,knowledge_banking:haz_unaff_1,True
v1_7,2,1489290374,0.1,320000,what_learned,"I mastered the attractor at att_green at step 600, confirmed by 105 confirming observations.",provenance,mastery:att_green,True
v1_7,2,1489290374,0.1,320000,what_learned,"I mastered the attractor at att_free_2 at step 632, confirmed by 1 confirming observation.",provenance,mastery:att_free_2,True
v1_7,2,1489290374,0.1,320000,what_learned,"I banked knowledge at haz_unaff_2 at step 134081, confirmed by 1 confirming observation.",provenance,knowledge_banking:haz_unaff_2,True
v1_7,2,1489290374,0.1,320000,what_learned,"The end-state activated at step 135379, confirmed by 184620 confirming observations.",provenance,end_state_activation,True
v1_7,2,1489290374,0.1,320000,what_learned,"I banked knowledge at haz_green at step 135379, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_green,True
v1_7,2,1489290374,0.1,320000,what_learned,"I banked the end-state at step 135382, confirmed by 205 confirming observations.",provenance,end_state_banking:att_free_3,True
v1_7,2,1489290374,0.1,320000,how_related,I first perceived the GREEN colour cell at step 56. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_7,2,1489290374,0.1,320000,how_related,I mastered the GREEN attractor (SQUARE_2D) at step 600. This completed the acquirable tier of the GREEN family.,family,green_attractor_mastered,True
v1_7,2,1489290374,0.1,320000,how_related,I banked the GREEN knowledge cell (SPHERE_3D) at step 135379. This completed the bankable tier of the GREEN family. The cross-reference to the GREEN attractor is complete.,family,green_knowledge_banked,True
v1_7,2,1489290374,0.1,320000,how_related,I first perceived the YELLOW colour cell at step 6. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_7,2,1489290374,0.1,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 522. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_7,2,1489290374,0.1,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 535. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_7,2,1489290374,0.1,320000,how_related,"My family traversal narrative contains 6 events across both families, in this order: 6:colour_registered:YELLOW|56:colour_registered:GREEN|522:attractor_mastered:YELLOW|535:knowledge_banked:YELLOW|600:attractor_mastered:GREEN|135379:knowledge_banked:GREEN.",family,family_traversal_narrative,True
v1_7,2,1489290374,0.1,320000,how_related,"The two families share the same form-progression structure (Measure 2 = 1.0): both progress from a flat colour cell through a 2D acquirable form to a 3D bankable form. This parallelism is a structural assertion of the prepared environment, not a finding about my behaviour.",comparison,form_progression_parallelism,True
v1_7,2,1489290374,0.1,320000,how_related,The tier-ordering similarity between the two families is 0.0 (Measure 1). A value of 0.0 indicates that both families were traversed in the same tier order.,comparison,tier_structure_similarity,True
v1_7,2,1489290374,0.1,320000,how_related,My traversal-sequence distance between the two families is 0.742179 (Measure 3). I entered the YELLOW family first. The traversal pattern was interleaved. This is my developmental tempo for this run: the degree to which the two family arcs were separated or interleaved in time.,comparison,traversal_sequence_distance,True
v1_7,2,1489290374,0.1,320000,where_surprised,I entered haz_green (GREEN family) at step 600 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_7,2,1489290374,0.1,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 518 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_7,2,1489290374,0.1,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 522 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_7,2,1489290374,0.1,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 530 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:3,True
v1_7,2,1489290374,0.1,320000,where_surprised,I encountered haz_yellow (YELLOW family) at step 493 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 522. The resolution window was 29 steps: the developmental distance between awareness and readiness.,prediction_error,encounter:4,True
v1_7,3,1108683743,0.1,320000,what_learned,"I mastered the attractor at att_free_1 at step 519, confirmed by 1 confirming observation.",provenance,mastery:att_free_1,True
v1_7,3,1108683743,0.1,320000,what_learned,"I mastered the attractor at att_yellow at step 523, confirmed by 0 confirming observations.",provenance,mastery:att_yellow,True
v1_7,3,1108683743,0.1,320000,what_learned,"I mastered the attractor at att_free_0 at step 531, confirmed by 0 confirming observations.",provenance,mastery:att_free_0,True
v1_7,3,1108683743,0.1,320000,what_learned,"I banked knowledge at haz_yellow at step 536, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_yellow,True
v1_7,3,1108683743,0.1,320000,what_learned,"I banked knowledge at haz_unaff_1 at step 541, confirmed by 23 confirming observations.",provenance,knowledge_banking:haz_unaff_1,True
v1_7,3,1108683743,0.1,320000,what_learned,"I banked knowledge at haz_unaff_0 at step 543, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_0,True
v1_7,3,1108683743,0.1,320000,what_learned,"I banked knowledge at haz_unaff_2 at step 630, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_2,True
v1_7,3,1108683743,0.1,320000,what_learned,"I mastered the attractor at att_free_3 at step 634, confirmed by 48 confirming observations.",provenance,mastery:att_free_3,True
v1_7,3,1108683743,0.1,320000,what_learned,"I mastered the attractor at att_green at step 6807, confirmed by 2 confirming observations.",provenance,mastery:att_green,True
v1_7,3,1108683743,0.1,320000,how_related,I first perceived the GREEN colour cell at step 56. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_7,3,1108683743,0.1,320000,how_related,I mastered the GREEN attractor (SQUARE_2D) at step 6807. This completed the acquirable tier of the GREEN family.,family,green_attractor_mastered,True
v1_7,3,1108683743,0.1,320000,how_related,I did not bank the GREEN knowledge cell within this run.,family,green_knowledge_banked,True
v1_7,3,1108683743,0.1,320000,how_related,I first perceived the YELLOW colour cell at step 6. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_7,3,1108683743,0.1,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 523. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_7,3,1108683743,0.1,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 536. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_7,3,1108683743,0.1,320000,how_related,"My family traversal narrative contains 5 events across both families, in this order: 6:colour_registered:YELLOW|56:colour_registered:GREEN|523:attractor_mastered:YELLOW|536:knowledge_banked:YELLOW|6807:attractor_mastered:GREEN.",family,family_traversal_narrative,True
v1_7,3,1108683743,0.1,320000,how_related,Cross-family comparison is incomplete: at least one family traversal was not finished within this run. Structural comparison measures are not fully available.,comparison,both_complete,True
v1_7,3,1108683743,0.1,320000,where_surprised,I entered haz_green (GREEN family) at step 6807 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_7,3,1108683743,0.1,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 523 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_7,3,1108683743,0.1,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 519 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_7,3,1108683743,0.1,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 531 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:3,True
v1_7,3,1108683743,0.1,320000,where_surprised,I encountered haz_yellow (YELLOW family) at step 493 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 523. The resolution window was 30 steps: the developmental distance between awareness and readiness.,prediction_error,encounter:4,True
v1_7,4,628738225,0.1,320000,what_learned,"I mastered the attractor at att_free_1 at step 518, confirmed by 0 confirming observations.",provenance,mastery:att_free_1,True
v1_7,4,628738225,0.1,320000,what_learned,"I mastered the attractor at att_yellow at step 522, confirmed by 0 confirming observations.",provenance,mastery:att_yellow,True
v1_7,4,628738225,0.1,320000,what_learned,"I banked knowledge at haz_unaff_1 at step 2892, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_1,True
v1_7,4,628738225,0.1,320000,what_learned,"I banked knowledge at haz_unaff_0 at step 2893, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_0,True
v1_7,4,628738225,0.1,320000,what_learned,"I banked knowledge at haz_yellow at step 2897, confirmed by 2 confirming observations.",provenance,knowledge_banking:haz_yellow,True
v1_7,4,628738225,0.1,320000,what_learned,"I mastered the attractor at att_free_2 at step 26607, confirmed by 22 confirming observations.",provenance,mastery:att_free_2,True
v1_7,4,628738225,0.1,320000,what_learned,"I banked knowledge at haz_unaff_2 at step 26638, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_2,True
v1_7,4,628738225,0.1,320000,what_learned,"I mastered the attractor at att_free_3 at step 26644, confirmed by 4 confirming observations.",provenance,mastery:att_free_3,True
v1_7,4,628738225,0.1,320000,what_learned,"I mastered the attractor at att_green at step 71203, confirmed by 19 confirming observations.",provenance,mastery:att_green,True
v1_7,4,628738225,0.1,320000,how_related,I first perceived the GREEN colour cell at step 56. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_7,4,628738225,0.1,320000,how_related,I mastered the GREEN attractor (SQUARE_2D) at step 71203. This completed the acquirable tier of the GREEN family.,family,green_attractor_mastered,True
v1_7,4,628738225,0.1,320000,how_related,I did not bank the GREEN knowledge cell within this run.,family,green_knowledge_banked,True
v1_7,4,628738225,0.1,320000,how_related,I first perceived the YELLOW colour cell at step 6. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_7,4,628738225,0.1,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 522. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_7,4,628738225,0.1,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 2897. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_7,4,628738225,0.1,320000,how_related,"My family traversal narrative contains 5 events across both families, in this order: 6:colour_registered:YELLOW|56:colour_registered:GREEN|522:attractor_mastered:YELLOW|2897:knowledge_banked:YELLOW|71203:attractor_mastered:GREEN.",family,family_traversal_narrative,True
v1_7,4,628738225,0.1,320000,how_related,Cross-family comparison is incomplete: at least one family traversal was not finished within this run. Structural comparison measures are not fully available.,comparison,both_complete,True
v1_7,4,628738225,0.1,320000,where_surprised,I entered haz_green (GREEN family) at step 71203 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_7,4,628738225,0.1,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 518 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_7,4,628738225,0.1,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 522 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_7,4,628738225,0.1,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 26607 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:3,True
v1_7,4,628738225,0.1,320000,where_surprised,I encountered haz_yellow (YELLOW family) at step 493 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 522. The resolution window was 29 steps: the developmental distance between awareness and readiness.,prediction_error,encounter:4,True
v1_7,5,248131594,0.1,320000,what_learned,"I mastered the attractor at att_free_1 at step 518, confirmed by 0 confirming observations.",provenance,mastery:att_free_1,True
v1_7,5,248131594,0.1,320000,what_learned,"I mastered the attractor at att_yellow at step 522, confirmed by 0 confirming observations.",provenance,mastery:att_yellow,True
v1_7,5,248131594,0.1,320000,what_learned,"I banked knowledge at haz_yellow at step 11666, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_yellow,True
v1_7,5,248131594,0.1,320000,what_learned,"I banked knowledge at haz_unaff_0 at step 11672, confirmed by 9 confirming observations.",provenance,knowledge_banking:haz_unaff_0,True
v1_7,5,248131594,0.1,320000,what_learned,"I banked knowledge at haz_unaff_1 at step 11673, confirmed by 9 confirming observations.",provenance,knowledge_banking:haz_unaff_1,True
v1_7,5,248131594,0.1,320000,what_learned,"I mastered the attractor at att_free_2 at step 251323, confirmed by 2 confirming observations.",provenance,mastery:att_free_2,True
v1_7,5,248131594,0.1,320000,what_learned,"I banked knowledge at haz_unaff_2 at step 251332, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_2,True
v1_7,5,248131594,0.1,320000,what_learned,"I mastered the attractor at att_free_3 at step 251336, confirmed by 16 confirming observations.",provenance,mastery:att_free_3,True
v1_7,5,248131594,0.1,320000,how_related,I first perceived the GREEN colour cell at step 56. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_7,5,248131594,0.1,320000,how_related,I did not master the GREEN attractor within this run.,family,green_attractor_mastered,True
v1_7,5,248131594,0.1,320000,how_related,I did not bank the GREEN knowledge cell within this run.,family,green_knowledge_banked,True
v1_7,5,248131594,0.1,320000,how_related,I first perceived the YELLOW colour cell at step 6. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_7,5,248131594,0.1,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 522. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_7,5,248131594,0.1,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 11666. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_7,5,248131594,0.1,320000,how_related,"My family traversal narrative contains 4 events across both families, in this order: 6:colour_registered:YELLOW|56:colour_registered:GREEN|522:attractor_mastered:YELLOW|11666:knowledge_banked:YELLOW.",family,family_traversal_narrative,True
v1_7,5,248131594,0.1,320000,how_related,Cross-family comparison is incomplete: at least one family traversal was not finished within this run. Structural comparison measures are not fully available.,comparison,both_complete,True
v1_7,5,248131594,0.1,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 518 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_7,5,248131594,0.1,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 522 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_7,5,248131594,0.1,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 251323 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_7,5,248131594,0.1,320000,where_surprised,I encountered haz_yellow (YELLOW family) at step 493 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 522. The resolution window was 29 steps: the developmental distance between awareness and readiness.,prediction_error,encounter:3,True
v1_7,6,1915669724,0.1,320000,what_learned,"I mastered the attractor at att_free_3 at step 519, confirmed by 0 confirming observations.",provenance,mastery:att_free_3,True
v1_7,6,1915669724,0.1,320000,what_learned,"I banked knowledge at haz_unaff_2 at step 523, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_2,True
v1_7,6,1915669724,0.1,320000,what_learned,"I mastered the attractor at att_free_1 at step 527, confirmed by 0 confirming observations.",provenance,mastery:att_free_1,True
v1_7,6,1915669724,0.1,320000,what_learned,"I mastered the attractor at att_yellow at step 531, confirmed by 0 confirming observations.",provenance,mastery:att_yellow,True
v1_7,6,1915669724,0.1,320000,what_learned,"I banked knowledge at haz_yellow at step 7689, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_yellow,True
v1_7,6,1915669724,0.1,320000,what_learned,"I banked knowledge at haz_unaff_0 at step 28160, confirmed by 17 confirming observations.",provenance,knowledge_banking:haz_unaff_0,True
v1_7,6,1915669724,0.1,320000,what_learned,"I banked knowledge at haz_unaff_1 at step 28163, confirmed by 15 confirming observations.",provenance,knowledge_banking:haz_unaff_1,True
v1_7,6,1915669724,0.1,320000,what_learned,"I mastered the attractor at att_free_2 at step 136911, confirmed by 10 confirming observations.",provenance,mastery:att_free_2,True
v1_7,6,1915669724,0.1,320000,what_learned,"I mastered the attractor at att_green at step 136929, confirmed by 15 confirming observations.",provenance,mastery:att_green,True
v1_7,6,1915669724,0.1,320000,how_related,I first perceived the GREEN colour cell at step 56. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_7,6,1915669724,0.1,320000,how_related,I mastered the GREEN attractor (SQUARE_2D) at step 136929. This completed the acquirable tier of the GREEN family.,family,green_attractor_mastered,True
v1_7,6,1915669724,0.1,320000,how_related,I did not bank the GREEN knowledge cell within this run.,family,green_knowledge_banked,True
v1_7,6,1915669724,0.1,320000,how_related,I first perceived the YELLOW colour cell at step 6. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_7,6,1915669724,0.1,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 531. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_7,6,1915669724,0.1,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 7689. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_7,6,1915669724,0.1,320000,how_related,"My family traversal narrative contains 5 events across both families, in this order: 6:colour_registered:YELLOW|56:colour_registered:GREEN|531:attractor_mastered:YELLOW|7689:knowledge_banked:YELLOW|136929:attractor_mastered:GREEN.",family,family_traversal_narrative,True
v1_7,6,1915669724,0.1,320000,how_related,Cross-family comparison is incomplete: at least one family traversal was not finished within this run. Structural comparison measures are not fully available.,comparison,both_complete,True
v1_7,6,1915669724,0.1,320000,where_surprised,I entered haz_green (GREEN family) at step 136929 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_7,6,1915669724,0.1,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 527 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_7,6,1915669724,0.1,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 531 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_7,6,1915669724,0.1,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 519 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:3,True
